study_tag	study_accession	reported_trait	cohorts	imputation_panel	variant_count	ftp_path
EST_M_LDL_TG_pct	GCST90449474	Triglycerides to total lipids ratio in medium LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449474/GCST90449474.tsv.gz
EST_M_LDL_TG	GCST90449475	Triglycerides in medium LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449475/GCST90449475.tsv.gz
EST_MUFA_pct	GCST90449476	Ratio of monounsaturated fatty acids to total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449476/GCST90449476.tsv.gz
EST_MUFA	GCST90449477	Monounsaturated fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449477/GCST90449477.tsv.gz
EST_M_VLDL_CE_pct	GCST90449478	Cholesteryl esters to total lipids ratio in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449478/GCST90449478.tsv.gz
EST_M_VLDL_CE	GCST90449479	Cholesteryl esters in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449479/GCST90449479.tsv.gz
EST_M_VLDL_C_pct	GCST90449480	Cholesterol to total lipids ratio in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449480/GCST90449480.tsv.gz
EST_M_VLDL_C	GCST90449481	Cholesterol in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449481/GCST90449481.tsv.gz
EST_M_VLDL_FC_pct	GCST90449482	Free cholesterol to total lipids ratio in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449482/GCST90449482.tsv.gz
EST_M_VLDL_FC	GCST90449483	Free cholesterol in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449483/GCST90449483.tsv.gz
EST_M_VLDL_L	GCST90449484	Total lipids in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449484/GCST90449484.tsv.gz
EST_M_VLDL_PL_pct	GCST90449485	Phospholipids to total lipids ratio in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449485/GCST90449485.tsv.gz
EST_M_VLDL_PL	GCST90449486	Phospholipids in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449486/GCST90449486.tsv.gz
EST_M_VLDL_P	GCST90449487	Concentration of medium VLDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449487/GCST90449487.tsv.gz
EST_M_VLDL_TG_pct	GCST90449488	Triglycerides to total lipids ratio in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449488/GCST90449488.tsv.gz
EST_M_VLDL_TG	GCST90449489	Triglycerides in medium VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449489/GCST90449489.tsv.gz
EST_non_HDL_C	GCST90449490	Total cholesterol minus HDL-C	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449490/GCST90449490.tsv.gz
EST_Omega_3_pct	GCST90449491	Ratio of omega-3 fatty acids to total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449491/GCST90449491.tsv.gz
EST_Omega_3	GCST90449492	Omega-3 fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449492/GCST90449492.tsv.gz
EST_Omega_6_by_Omega_3	GCST90449493	Ratio of omega-6 fatty acids to omega-3 fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449493/GCST90449493.tsv.gz
EST_Omega_6_pct	GCST90449494	Ratio of omega-6 fatty acids to total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449494/GCST90449494.tsv.gz
EST_Omega_6	GCST90449495	Omega-6 fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449495/GCST90449495.tsv.gz
EST_Phe	GCST90449496	Phenylalanine	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449496/GCST90449496.tsv.gz
EST_Phosphatidylc	GCST90449497	Phosphatidylcholines	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449497/GCST90449497.tsv.gz
EST_Phosphoglyc	GCST90449498	Phosphoglycerides	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449498/GCST90449498.tsv.gz
EST_PUFA_by_MUFA	GCST90449499	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449499/GCST90449499.tsv.gz
EST_PUFA_pct	GCST90449500	Ratio of polyunsaturated fatty acids to total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449500/GCST90449500.tsv.gz
EST_PUFA	GCST90449501	Polyunsaturated fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449501/GCST90449501.tsv.gz
EST_Pyruvate	GCST90449502	Pyruvate	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449502/GCST90449502.tsv.gz
EST_Remnant_C	GCST90449503	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449503/GCST90449503.tsv.gz
EST_SFA_pct	GCST90449504	Ratio of saturated fatty acids to total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449504/GCST90449504.tsv.gz
EST_SFA	GCST90449505	Saturated fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449505/GCST90449505.tsv.gz
EST_S_HDL_CE_pct	GCST90449506	Cholesteryl esters to total lipids ratio in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449506/GCST90449506.tsv.gz
EST_S_HDL_CE	GCST90449507	Cholesteryl esters in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449507/GCST90449507.tsv.gz
EST_S_HDL_C_pct	GCST90449508	Cholesterol to total lipids ratio in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449508/GCST90449508.tsv.gz
EST_S_HDL_C	GCST90449509	Cholesterol in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449509/GCST90449509.tsv.gz
EST_S_HDL_FC_pct	GCST90449510	Free cholesterol to total lipids ratio in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449510/GCST90449510.tsv.gz
EST_S_HDL_FC	GCST90449511	Free cholesterol in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449511/GCST90449511.tsv.gz
EST_S_HDL_L	GCST90449512	Total lipids in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449512/GCST90449512.tsv.gz
EST_S_HDL_PL_pct	GCST90449513	Phospholipids to total lipids ratio in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449513/GCST90449513.tsv.gz
EST_S_HDL_PL	GCST90449514	Phospholipids in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449514/GCST90449514.tsv.gz
EST_S_HDL_P	GCST90449515	Concentration of small HDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449515/GCST90449515.tsv.gz
EST_S_HDL_TG_pct	GCST90449516	Triglycerides to total lipids ratio in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449516/GCST90449516.tsv.gz
EST_S_HDL_TG	GCST90449517	Triglycerides in small HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449517/GCST90449517.tsv.gz
EST_S_LDL_CE_pct	GCST90449518	Cholesteryl esters to total lipids ratio in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449518/GCST90449518.tsv.gz
EST_S_LDL_CE	GCST90449519	Cholesteryl esters in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449519/GCST90449519.tsv.gz
EST_S_LDL_C_pct	GCST90449520	Cholesterol to total lipids ratio in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449520/GCST90449520.tsv.gz
EST_S_LDL_C	GCST90449521	Cholesterol in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449521/GCST90449521.tsv.gz
EST_S_LDL_FC_pct	GCST90449522	Free cholesterol to total lipids ratio in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449522/GCST90449522.tsv.gz
EST_S_LDL_FC	GCST90449523	Free cholesterol in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449523/GCST90449523.tsv.gz
EST_S_LDL_L	GCST90449524	Total lipids in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449524/GCST90449524.tsv.gz
EST_S_LDL_PL_pct	GCST90449525	Phospholipids to total lipids ratio in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449525/GCST90449525.tsv.gz
EST_S_LDL_PL	GCST90449526	Phospholipids in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449526/GCST90449526.tsv.gz
EST_S_LDL_P	GCST90449527	Concentration of small LDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449527/GCST90449527.tsv.gz
EST_S_LDL_TG_pct	GCST90449528	Triglycerides to total lipids ratio in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449528/GCST90449528.tsv.gz
EST_S_LDL_TG	GCST90449529	Triglycerides in small LDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449529/GCST90449529.tsv.gz
EST_Sphingomyelins	GCST90449530	Sphingomyelins	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449530/GCST90449530.tsv.gz
EST_S_VLDL_CE_pct	GCST90449531	Cholesteryl esters to total lipids ratio in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449531/GCST90449531.tsv.gz
EST_S_VLDL_CE	GCST90449532	Cholesteryl esters in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449532/GCST90449532.tsv.gz
EST_S_VLDL_C_pct	GCST90449533	Cholesterol to total lipids ratio in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449533/GCST90449533.tsv.gz
EST_S_VLDL_C	GCST90449534	Cholesterol in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449534/GCST90449534.tsv.gz
EST_S_VLDL_FC_pct	GCST90449535	Free cholesterol to total lipids ratio in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449535/GCST90449535.tsv.gz
EST_S_VLDL_FC	GCST90449536	Free cholesterol in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449536/GCST90449536.tsv.gz
EST_S_VLDL_L	GCST90449537	Total lipids in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449537/GCST90449537.tsv.gz
EST_S_VLDL_PL_pct	GCST90449538	Phospholipids to total lipids ratio in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449538/GCST90449538.tsv.gz
EST_S_VLDL_PL	GCST90449539	Phospholipids in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449539/GCST90449539.tsv.gz
EST_S_VLDL_P	GCST90449540	Concentration of small VLDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449540/GCST90449540.tsv.gz
EST_S_VLDL_TG_pct	GCST90449541	Triglycerides to total lipids ratio in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449541/GCST90449541.tsv.gz
EST_S_VLDL_TG	GCST90449542	Triglycerides in small VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449542/GCST90449542.tsv.gz
EST_TG_by_PG	GCST90449543	Ratio of triglycerides to phosphoglycerides	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449543/GCST90449543.tsv.gz
EST_Total_BCAA	GCST90449544	Total concentration of branched-chain amino acids (leucine + isoleucine + valine)	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449544/GCST90449544.tsv.gz
EST_Total_CE	GCST90449545	Total esterified cholesterol	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449545/GCST90449545.tsv.gz
EST_Total_C	GCST90449546	Total cholesterol	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449546/GCST90449546.tsv.gz
EST_Total_FA	GCST90449547	Total fatty acids	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449547/GCST90449547.tsv.gz
EST_Total_FC	GCST90449548	Total free cholesterol	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449548/GCST90449548.tsv.gz
EST_Total_L	GCST90449549	Total lipids in lipoprotein particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449549/GCST90449549.tsv.gz
EST_Total_PL	GCST90449550	Total phospholipids in lipoprotein particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449550/GCST90449550.tsv.gz
EST_Total_P	GCST90449551	Total concentration of lipoprotein particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449551/GCST90449551.tsv.gz
EST_Total_TG	GCST90449552	Total triglycerides	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449552/GCST90449552.tsv.gz
EST_Tyr	GCST90449553	Tyrosine	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449553/GCST90449553.tsv.gz
EST_Unsaturation	GCST90449554	Degree of unsaturation	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449554/GCST90449554.tsv.gz
EST_Val	GCST90449555	Valine	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449555/GCST90449555.tsv.gz
EST_VLDL_CE	GCST90449556	Cholesteryl esters in VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449556/GCST90449556.tsv.gz
EST_VLDL_C	GCST90449557	VLDL cholesterol	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449557/GCST90449557.tsv.gz
EST_VLDL_FC	GCST90449558	Free cholesterol in VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449558/GCST90449558.tsv.gz
EST_VLDL_L	GCST90449559	Total lipids in VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449559/GCST90449559.tsv.gz
EST_VLDL_PL	GCST90449560	Phospholipids in VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449560/GCST90449560.tsv.gz
EST_VLDL_P	GCST90449561	Concentration of VLDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449561/GCST90449561.tsv.gz
EST_VLDL_size	GCST90449562	Average diameter for VLDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449562/GCST90449562.tsv.gz
EST_VLDL_TG	GCST90449563	Triglycerides in VLDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449563/GCST90449563.tsv.gz
EST_XL_HDL_CE_pct	GCST90449564	Cholesteryl esters to total lipids ratio in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449564/GCST90449564.tsv.gz
EST_XL_HDL_CE	GCST90449565	Cholesteryl esters in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449565/GCST90449565.tsv.gz
EST_XL_HDL_C_pct	GCST90449566	Cholesterol to total lipids ratio in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449566/GCST90449566.tsv.gz
EST_XL_HDL_C	GCST90449567	Cholesterol in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449567/GCST90449567.tsv.gz
EST_XL_HDL_FC_pct	GCST90449568	Free cholesterol to total lipids ratio in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449568/GCST90449568.tsv.gz
EST_XL_HDL_FC	GCST90449569	Free cholesterol in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449569/GCST90449569.tsv.gz
EST_XL_HDL_L	GCST90449570	Total lipids in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449570/GCST90449570.tsv.gz
EST_XL_HDL_PL_pct	GCST90449571	Phospholipids to total lipids ratio in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449571/GCST90449571.tsv.gz
EST_XL_HDL_PL	GCST90449572	Phospholipids in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449572/GCST90449572.tsv.gz
EST_XL_HDL_P	GCST90449573	Concentration of very large HDL particles	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449573/GCST90449573.tsv.gz
EST_XL_HDL_TG_pct	GCST90449574	Triglycerides to total lipids ratio in very large HDL	EstBB	EstBB WGS (n=2695)	26173594	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90449001-GCST90450000/GCST90449574/GCST90449574.tsv.gz
